datasets\waterDataSet\imgAug\499.jpeg datasets\waterDataSet\labelAug\499.png datasets\waterDataSet\edge\499.png
datasets\waterDataSet\imgAug\3574.jpeg datasets\waterDataSet\labelAug\3574.png datasets\waterDataSet\edge\3574.png
datasets\waterDataSet\imgAug\2350.jpeg datasets\waterDataSet\labelAug\2350.png datasets\waterDataSet\edge\2350.png
datasets\waterDataSet\imgAug\4489.jpeg datasets\waterDataSet\labelAug\4489.png datasets\waterDataSet\edge\4489.png
datasets\waterDataSet\imgAug\4183.jpeg datasets\waterDataSet\labelAug\4183.png datasets\waterDataSet\edge\4183.png
datasets\waterDataSet\imgAug\3272.jpeg datasets\waterDataSet\labelAug\3272.png datasets\waterDataSet\edge\3272.png
datasets\waterDataSet\imgAug\1208.jpeg datasets\waterDataSet\labelAug\1208.png datasets\waterDataSet\edge\1208.png
datasets\waterDataSet\imgAug\2538.jpeg datasets\waterDataSet\labelAug\2538.png datasets\waterDataSet\edge\2538.png
datasets\waterDataSet\imgAug\463.jpeg datasets\waterDataSet\labelAug\463.png datasets\waterDataSet\edge\463.png
datasets\waterDataSet\imgAug\4404.jpeg datasets\waterDataSet\labelAug\4404.png datasets\waterDataSet\edge\4404.png
datasets\waterDataSet\imgAug\758.jpeg datasets\waterDataSet\labelAug\758.png datasets\waterDataSet\edge\758.png
datasets\waterDataSet\imgAug\1126.jpeg datasets\waterDataSet\labelAug\1126.png datasets\waterDataSet\edge\1126.png
datasets\waterDataSet\imgAug\2561.jpeg datasets\waterDataSet\labelAug\2561.png datasets\waterDataSet\edge\2561.png
datasets\waterDataSet\imgAug\4623.jpeg datasets\waterDataSet\labelAug\4623.png datasets\waterDataSet\edge\4623.png
datasets\waterDataSet\imgAug\3492.jpeg datasets\waterDataSet\labelAug\3492.png datasets\waterDataSet\edge\3492.png
datasets\waterDataSet\imgAug\675.jpeg datasets\waterDataSet\labelAug\675.png datasets\waterDataSet\edge\675.png
datasets\waterDataSet\imgAug\3750.jpeg datasets\waterDataSet\labelAug\3750.png datasets\waterDataSet\edge\3750.png
datasets\waterDataSet\imgAug\3761.jpeg datasets\waterDataSet\labelAug\3761.png datasets\waterDataSet\edge\3761.png
datasets\waterDataSet\imgAug\3989.jpeg datasets\waterDataSet\labelAug\3989.png datasets\waterDataSet\edge\3989.png
datasets\waterDataSet\imgAug\4062.jpeg datasets\waterDataSet\labelAug\4062.png datasets\waterDataSet\edge\4062.png
datasets\waterDataSet\imgAug\348.jpeg datasets\waterDataSet\labelAug\348.png datasets\waterDataSet\edge\348.png
datasets\waterDataSet\imgAug\472.jpeg datasets\waterDataSet\labelAug\472.png datasets\waterDataSet\edge\472.png
datasets\waterDataSet\imgAug\868.jpeg datasets\waterDataSet\labelAug\868.png datasets\waterDataSet\edge\868.png
datasets\waterDataSet\imgAug\2395.jpeg datasets\waterDataSet\labelAug\2395.png datasets\waterDataSet\edge\2395.png
datasets\waterDataSet\imgAug\1606.jpeg datasets\waterDataSet\labelAug\1606.png datasets\waterDataSet\edge\1606.png
datasets\waterDataSet\imgAug\3493.jpeg datasets\waterDataSet\labelAug\3493.png datasets\waterDataSet\edge\3493.png
datasets\waterDataSet\imgAug\2423.jpeg datasets\waterDataSet\labelAug\2423.png datasets\waterDataSet\edge\2423.png
datasets\waterDataSet\imgAug\3640.jpeg datasets\waterDataSet\labelAug\3640.png datasets\waterDataSet\edge\3640.png
datasets\waterDataSet\imgAug\141.jpeg datasets\waterDataSet\labelAug\141.png datasets\waterDataSet\edge\141.png
datasets\waterDataSet\imgAug\4154.jpeg datasets\waterDataSet\labelAug\4154.png datasets\waterDataSet\edge\4154.png
datasets\waterDataSet\imgAug\4586.jpeg datasets\waterDataSet\labelAug\4586.png datasets\waterDataSet\edge\4586.png
datasets\waterDataSet\imgAug\4715.jpeg datasets\waterDataSet\labelAug\4715.png datasets\waterDataSet\edge\4715.png
datasets\waterDataSet\imgAug\943.jpeg datasets\waterDataSet\labelAug\943.png datasets\waterDataSet\edge\943.png
datasets\waterDataSet\imgAug\4694.jpeg datasets\waterDataSet\labelAug\4694.png datasets\waterDataSet\edge\4694.png
datasets\waterDataSet\imgAug\1546.jpeg datasets\waterDataSet\labelAug\1546.png datasets\waterDataSet\edge\1546.png
datasets\waterDataSet\imgAug\304.jpeg datasets\waterDataSet\labelAug\304.png datasets\waterDataSet\edge\304.png
datasets\waterDataSet\imgAug\704.jpeg datasets\waterDataSet\labelAug\704.png datasets\waterDataSet\edge\704.png
datasets\waterDataSet\imgAug\4782.jpeg datasets\waterDataSet\labelAug\4782.png datasets\waterDataSet\edge\4782.png
datasets\waterDataSet\imgAug\3444.jpeg datasets\waterDataSet\labelAug\3444.png datasets\waterDataSet\edge\3444.png
datasets\waterDataSet\imgAug\206.jpeg datasets\waterDataSet\labelAug\206.png datasets\waterDataSet\edge\206.png
datasets\waterDataSet\imgAug\4306.jpeg datasets\waterDataSet\labelAug\4306.png datasets\waterDataSet\edge\4306.png
datasets\waterDataSet\imgAug\40.jpeg datasets\waterDataSet\labelAug\40.png datasets\waterDataSet\edge\40.png
datasets\waterDataSet\imgAug\3606.jpeg datasets\waterDataSet\labelAug\3606.png datasets\waterDataSet\edge\3606.png
datasets\waterDataSet\imgAug\3671.jpeg datasets\waterDataSet\labelAug\3671.png datasets\waterDataSet\edge\3671.png
datasets\waterDataSet\imgAug\4055.jpeg datasets\waterDataSet\labelAug\4055.png datasets\waterDataSet\edge\4055.png
datasets\waterDataSet\imgAug\1688.jpeg datasets\waterDataSet\labelAug\1688.png datasets\waterDataSet\edge\1688.png
datasets\waterDataSet\imgAug\1095.jpeg datasets\waterDataSet\labelAug\1095.png datasets\waterDataSet\edge\1095.png
datasets\waterDataSet\imgAug\3345.jpeg datasets\waterDataSet\labelAug\3345.png datasets\waterDataSet\edge\3345.png
datasets\waterDataSet\imgAug\3157.jpeg datasets\waterDataSet\labelAug\3157.png datasets\waterDataSet\edge\3157.png
datasets\waterDataSet\imgAug\837.jpeg datasets\waterDataSet\labelAug\837.png datasets\waterDataSet\edge\837.png
datasets\waterDataSet\imgAug\494.jpeg datasets\waterDataSet\labelAug\494.png datasets\waterDataSet\edge\494.png
datasets\waterDataSet\imgAug\4425.jpeg datasets\waterDataSet\labelAug\4425.png datasets\waterDataSet\edge\4425.png
datasets\waterDataSet\imgAug\1593.jpeg datasets\waterDataSet\labelAug\1593.png datasets\waterDataSet\edge\1593.png
datasets\waterDataSet\imgAug\5041.jpeg datasets\waterDataSet\labelAug\5041.png datasets\waterDataSet\edge\5041.png
datasets\waterDataSet\imgAug\3560.jpeg datasets\waterDataSet\labelAug\3560.png datasets\waterDataSet\edge\3560.png
datasets\waterDataSet\imgAug\3212.jpeg datasets\waterDataSet\labelAug\3212.png datasets\waterDataSet\edge\3212.png
datasets\waterDataSet\imgAug\3143.jpeg datasets\waterDataSet\labelAug\3143.png datasets\waterDataSet\edge\3143.png
datasets\waterDataSet\imgAug\2736.jpeg datasets\waterDataSet\labelAug\2736.png datasets\waterDataSet\edge\2736.png
datasets\waterDataSet\imgAug\3841.jpeg datasets\waterDataSet\labelAug\3841.png datasets\waterDataSet\edge\3841.png
datasets\waterDataSet\imgAug\4407.jpeg datasets\waterDataSet\labelAug\4407.png datasets\waterDataSet\edge\4407.png
datasets\waterDataSet\imgAug\2619.jpeg datasets\waterDataSet\labelAug\2619.png datasets\waterDataSet\edge\2619.png
datasets\waterDataSet\imgAug\170.jpeg datasets\waterDataSet\labelAug\170.png datasets\waterDataSet\edge\170.png
datasets\waterDataSet\imgAug\3680.jpeg datasets\waterDataSet\labelAug\3680.png datasets\waterDataSet\edge\3680.png
datasets\waterDataSet\imgAug\3425.jpeg datasets\waterDataSet\labelAug\3425.png datasets\waterDataSet\edge\3425.png
datasets\waterDataSet\imgAug\552.jpeg datasets\waterDataSet\labelAug\552.png datasets\waterDataSet\edge\552.png
datasets\waterDataSet\imgAug\2366.jpeg datasets\waterDataSet\labelAug\2366.png datasets\waterDataSet\edge\2366.png
datasets\waterDataSet\imgAug\4450.jpeg datasets\waterDataSet\labelAug\4450.png datasets\waterDataSet\edge\4450.png
datasets\waterDataSet\imgAug\32.jpeg datasets\waterDataSet\labelAug\32.png datasets\waterDataSet\edge\32.png
datasets\waterDataSet\imgAug\3268.jpeg datasets\waterDataSet\labelAug\3268.png datasets\waterDataSet\edge\3268.png
datasets\waterDataSet\imgAug\4892.jpeg datasets\waterDataSet\labelAug\4892.png datasets\waterDataSet\edge\4892.png
datasets\waterDataSet\imgAug\931.jpeg datasets\waterDataSet\labelAug\931.png datasets\waterDataSet\edge\931.png
datasets\waterDataSet\imgAug\1842.jpeg datasets\waterDataSet\labelAug\1842.png datasets\waterDataSet\edge\1842.png
datasets\waterDataSet\imgAug\2272.jpeg datasets\waterDataSet\labelAug\2272.png datasets\waterDataSet\edge\2272.png
datasets\waterDataSet\imgAug\3222.jpeg datasets\waterDataSet\labelAug\3222.png datasets\waterDataSet\edge\3222.png
datasets\waterDataSet\imgAug\4815.jpeg datasets\waterDataSet\labelAug\4815.png datasets\waterDataSet\edge\4815.png
datasets\waterDataSet\imgAug\3193.jpeg datasets\waterDataSet\labelAug\3193.png datasets\waterDataSet\edge\3193.png
datasets\waterDataSet\imgAug\165.jpeg datasets\waterDataSet\labelAug\165.png datasets\waterDataSet\edge\165.png
datasets\waterDataSet\imgAug\3163.jpeg datasets\waterDataSet\labelAug\3163.png datasets\waterDataSet\edge\3163.png
datasets\waterDataSet\imgAug\4592.jpeg datasets\waterDataSet\labelAug\4592.png datasets\waterDataSet\edge\4592.png
datasets\waterDataSet\imgAug\4052.jpeg datasets\waterDataSet\labelAug\4052.png datasets\waterDataSet\edge\4052.png
datasets\waterDataSet\imgAug\3930.jpeg datasets\waterDataSet\labelAug\3930.png datasets\waterDataSet\edge\3930.png
datasets\waterDataSet\imgAug\1792.jpeg datasets\waterDataSet\labelAug\1792.png datasets\waterDataSet\edge\1792.png
datasets\waterDataSet\imgAug\3379.jpeg datasets\waterDataSet\labelAug\3379.png datasets\waterDataSet\edge\3379.png
datasets\waterDataSet\imgAug\1265.jpeg datasets\waterDataSet\labelAug\1265.png datasets\waterDataSet\edge\1265.png
datasets\waterDataSet\imgAug\1057.jpeg datasets\waterDataSet\labelAug\1057.png datasets\waterDataSet\edge\1057.png
datasets\waterDataSet\imgAug\1640.jpeg datasets\waterDataSet\labelAug\1640.png datasets\waterDataSet\edge\1640.png
datasets\waterDataSet\imgAug\879.jpeg datasets\waterDataSet\labelAug\879.png datasets\waterDataSet\edge\879.png
datasets\waterDataSet\imgAug\1431.jpeg datasets\waterDataSet\labelAug\1431.png datasets\waterDataSet\edge\1431.png
datasets\waterDataSet\imgAug\4388.jpeg datasets\waterDataSet\labelAug\4388.png datasets\waterDataSet\edge\4388.png
datasets\waterDataSet\imgAug\33.jpeg datasets\waterDataSet\labelAug\33.png datasets\waterDataSet\edge\33.png
datasets\waterDataSet\imgAug\985.jpeg datasets\waterDataSet\labelAug\985.png datasets\waterDataSet\edge\985.png
datasets\waterDataSet\imgAug\3302.jpeg datasets\waterDataSet\labelAug\3302.png datasets\waterDataSet\edge\3302.png
datasets\waterDataSet\imgAug\4590.jpeg datasets\waterDataSet\labelAug\4590.png datasets\waterDataSet\edge\4590.png
datasets\waterDataSet\imgAug\2223.jpeg datasets\waterDataSet\labelAug\2223.png datasets\waterDataSet\edge\2223.png
datasets\waterDataSet\imgAug\3781.jpeg datasets\waterDataSet\labelAug\3781.png datasets\waterDataSet\edge\3781.png
datasets\waterDataSet\imgAug\2751.jpeg datasets\waterDataSet\labelAug\2751.png datasets\waterDataSet\edge\2751.png
datasets\waterDataSet\imgAug\4898.jpeg datasets\waterDataSet\labelAug\4898.png datasets\waterDataSet\edge\4898.png
datasets\waterDataSet\imgAug\3944.jpeg datasets\waterDataSet\labelAug\3944.png datasets\waterDataSet\edge\3944.png
datasets\waterDataSet\imgAug\144.jpeg datasets\waterDataSet\labelAug\144.png datasets\waterDataSet\edge\144.png
datasets\waterDataSet\imgAug\1954.jpeg datasets\waterDataSet\labelAug\1954.png datasets\waterDataSet\edge\1954.png
datasets\waterDataSet\imgAug\4178.jpeg datasets\waterDataSet\labelAug\4178.png datasets\waterDataSet\edge\4178.png
datasets\waterDataSet\imgAug\1450.jpeg datasets\waterDataSet\labelAug\1450.png datasets\waterDataSet\edge\1450.png
datasets\waterDataSet\imgAug\4683.jpeg datasets\waterDataSet\labelAug\4683.png datasets\waterDataSet\edge\4683.png
datasets\waterDataSet\imgAug\1420.jpeg datasets\waterDataSet\labelAug\1420.png datasets\waterDataSet\edge\1420.png
datasets\waterDataSet\imgAug\4233.jpeg datasets\waterDataSet\labelAug\4233.png datasets\waterDataSet\edge\4233.png
datasets\waterDataSet\imgAug\4001.jpeg datasets\waterDataSet\labelAug\4001.png datasets\waterDataSet\edge\4001.png
datasets\waterDataSet\imgAug\4858.jpeg datasets\waterDataSet\labelAug\4858.png datasets\waterDataSet\edge\4858.png
datasets\waterDataSet\imgAug\4111.jpeg datasets\waterDataSet\labelAug\4111.png datasets\waterDataSet\edge\4111.png
datasets\waterDataSet\imgAug\3296.jpeg datasets\waterDataSet\labelAug\3296.png datasets\waterDataSet\edge\3296.png
datasets\waterDataSet\imgAug\4940.jpeg datasets\waterDataSet\labelAug\4940.png datasets\waterDataSet\edge\4940.png
datasets\waterDataSet\imgAug\4083.jpeg datasets\waterDataSet\labelAug\4083.png datasets\waterDataSet\edge\4083.png
datasets\waterDataSet\imgAug\3769.jpeg datasets\waterDataSet\labelAug\3769.png datasets\waterDataSet\edge\3769.png
datasets\waterDataSet\imgAug\4690.jpeg datasets\waterDataSet\labelAug\4690.png datasets\waterDataSet\edge\4690.png
datasets\waterDataSet\imgAug\316.jpeg datasets\waterDataSet\labelAug\316.png datasets\waterDataSet\edge\316.png
datasets\waterDataSet\imgAug\1563.jpeg datasets\waterDataSet\labelAug\1563.png datasets\waterDataSet\edge\1563.png
datasets\waterDataSet\imgAug\4327.jpeg datasets\waterDataSet\labelAug\4327.png datasets\waterDataSet\edge\4327.png
datasets\waterDataSet\imgAug\2976.jpeg datasets\waterDataSet\labelAug\2976.png datasets\waterDataSet\edge\2976.png
datasets\waterDataSet\imgAug\2161.jpeg datasets\waterDataSet\labelAug\2161.png datasets\waterDataSet\edge\2161.png
datasets\waterDataSet\imgAug\3642.jpeg datasets\waterDataSet\labelAug\3642.png datasets\waterDataSet\edge\3642.png
datasets\waterDataSet\imgAug\2118.jpeg datasets\waterDataSet\labelAug\2118.png datasets\waterDataSet\edge\2118.png
datasets\waterDataSet\imgAug\4865.jpeg datasets\waterDataSet\labelAug\4865.png datasets\waterDataSet\edge\4865.png
datasets\waterDataSet\imgAug\5030.jpeg datasets\waterDataSet\labelAug\5030.png datasets\waterDataSet\edge\5030.png
datasets\waterDataSet\imgAug\381.jpeg datasets\waterDataSet\labelAug\381.png datasets\waterDataSet\edge\381.png
datasets\waterDataSet\imgAug\4839.jpeg datasets\waterDataSet\labelAug\4839.png datasets\waterDataSet\edge\4839.png
datasets\waterDataSet\imgAug\4440.jpeg datasets\waterDataSet\labelAug\4440.png datasets\waterDataSet\edge\4440.png
datasets\waterDataSet\imgAug\4235.jpeg datasets\waterDataSet\labelAug\4235.png datasets\waterDataSet\edge\4235.png
datasets\waterDataSet\imgAug\1902.jpeg datasets\waterDataSet\labelAug\1902.png datasets\waterDataSet\edge\1902.png
datasets\waterDataSet\imgAug\1176.jpeg datasets\waterDataSet\labelAug\1176.png datasets\waterDataSet\edge\1176.png
datasets\waterDataSet\imgAug\3865.jpeg datasets\waterDataSet\labelAug\3865.png datasets\waterDataSet\edge\3865.png
datasets\waterDataSet\imgAug\243.jpeg datasets\waterDataSet\labelAug\243.png datasets\waterDataSet\edge\243.png
datasets\waterDataSet\imgAug\1477.jpeg datasets\waterDataSet\labelAug\1477.png datasets\waterDataSet\edge\1477.png
datasets\waterDataSet\imgAug\3050.jpeg datasets\waterDataSet\labelAug\3050.png datasets\waterDataSet\edge\3050.png
datasets\waterDataSet\imgAug\1970.jpeg datasets\waterDataSet\labelAug\1970.png datasets\waterDataSet\edge\1970.png
datasets\waterDataSet\imgAug\26.jpeg datasets\waterDataSet\labelAug\26.png datasets\waterDataSet\edge\26.png
datasets\waterDataSet\imgAug\3101.jpeg datasets\waterDataSet\labelAug\3101.png datasets\waterDataSet\edge\3101.png
datasets\waterDataSet\imgAug\1939.jpeg datasets\waterDataSet\labelAug\1939.png datasets\waterDataSet\edge\1939.png
datasets\waterDataSet\imgAug\2260.jpeg datasets\waterDataSet\labelAug\2260.png datasets\waterDataSet\edge\2260.png
datasets\waterDataSet\imgAug\1916.jpeg datasets\waterDataSet\labelAug\1916.png datasets\waterDataSet\edge\1916.png
datasets\waterDataSet\imgAug\3819.jpeg datasets\waterDataSet\labelAug\3819.png datasets\waterDataSet\edge\3819.png
datasets\waterDataSet\imgAug\5018.jpeg datasets\waterDataSet\labelAug\5018.png datasets\waterDataSet\edge\5018.png
datasets\waterDataSet\imgAug\4059.jpeg datasets\waterDataSet\labelAug\4059.png datasets\waterDataSet\edge\4059.png
datasets\waterDataSet\imgAug\322.jpeg datasets\waterDataSet\labelAug\322.png datasets\waterDataSet\edge\322.png
datasets\waterDataSet\imgAug\1210.jpeg datasets\waterDataSet\labelAug\1210.png datasets\waterDataSet\edge\1210.png
datasets\waterDataSet\imgAug\2076.jpeg datasets\waterDataSet\labelAug\2076.png datasets\waterDataSet\edge\2076.png
datasets\waterDataSet\imgAug\4948.jpeg datasets\waterDataSet\labelAug\4948.png datasets\waterDataSet\edge\4948.png
datasets\waterDataSet\imgAug\4743.jpeg datasets\waterDataSet\labelAug\4743.png datasets\waterDataSet\edge\4743.png
datasets\waterDataSet\imgAug\3851.jpeg datasets\waterDataSet\labelAug\3851.png datasets\waterDataSet\edge\3851.png
datasets\waterDataSet\imgAug\3477.jpeg datasets\waterDataSet\labelAug\3477.png datasets\waterDataSet\edge\3477.png
datasets\waterDataSet\imgAug\3225.jpeg datasets\waterDataSet\labelAug\3225.png datasets\waterDataSet\edge\3225.png
datasets\waterDataSet\imgAug\1381.jpeg datasets\waterDataSet\labelAug\1381.png datasets\waterDataSet\edge\1381.png
datasets\waterDataSet\imgAug\1452.jpeg datasets\waterDataSet\labelAug\1452.png datasets\waterDataSet\edge\1452.png
datasets\waterDataSet\imgAug\1574.jpeg datasets\waterDataSet\labelAug\1574.png datasets\waterDataSet\edge\1574.png
datasets\waterDataSet\imgAug\1505.jpeg datasets\waterDataSet\labelAug\1505.png datasets\waterDataSet\edge\1505.png
datasets\waterDataSet\imgAug\2912.jpeg datasets\waterDataSet\labelAug\2912.png datasets\waterDataSet\edge\2912.png
datasets\waterDataSet\imgAug\1018.jpeg datasets\waterDataSet\labelAug\1018.png datasets\waterDataSet\edge\1018.png
datasets\waterDataSet\imgAug\1653.jpeg datasets\waterDataSet\labelAug\1653.png datasets\waterDataSet\edge\1653.png
datasets\waterDataSet\imgAug\4776.jpeg datasets\waterDataSet\labelAug\4776.png datasets\waterDataSet\edge\4776.png
datasets\waterDataSet\imgAug\1357.jpeg datasets\waterDataSet\labelAug\1357.png datasets\waterDataSet\edge\1357.png
datasets\waterDataSet\imgAug\2898.jpeg datasets\waterDataSet\labelAug\2898.png datasets\waterDataSet\edge\2898.png
datasets\waterDataSet\imgAug\3440.jpeg datasets\waterDataSet\labelAug\3440.png datasets\waterDataSet\edge\3440.png
datasets\waterDataSet\imgAug\4356.jpeg datasets\waterDataSet\labelAug\4356.png datasets\waterDataSet\edge\4356.png
datasets\waterDataSet\imgAug\3305.jpeg datasets\waterDataSet\labelAug\3305.png datasets\waterDataSet\edge\3305.png
datasets\waterDataSet\imgAug\3667.jpeg datasets\waterDataSet\labelAug\3667.png datasets\waterDataSet\edge\3667.png
datasets\waterDataSet\imgAug\3909.jpeg datasets\waterDataSet\labelAug\3909.png datasets\waterDataSet\edge\3909.png
datasets\waterDataSet\imgAug\3446.jpeg datasets\waterDataSet\labelAug\3446.png datasets\waterDataSet\edge\3446.png
datasets\waterDataSet\imgAug\3387.jpeg datasets\waterDataSet\labelAug\3387.png datasets\waterDataSet\edge\3387.png
datasets\waterDataSet\imgAug\2022.jpeg datasets\waterDataSet\labelAug\2022.png datasets\waterDataSet\edge\2022.png
datasets\waterDataSet\imgAug\1084.jpeg datasets\waterDataSet\labelAug\1084.png datasets\waterDataSet\edge\1084.png
datasets\waterDataSet\imgAug\3214.jpeg datasets\waterDataSet\labelAug\3214.png datasets\waterDataSet\edge\3214.png
