datasets\buildings\image\3463.png datasets\buildings\label2_gray\3463.png datasets\buildings\edge\3463.png
datasets\buildings\image\5332.png datasets\buildings\label2_gray\5332.png datasets\buildings\edge\5332.png
datasets\buildings\image\3988.png datasets\buildings\label2_gray\3988.png datasets\buildings\edge\3988.png
datasets\buildings\image\528.png datasets\buildings\label2_gray\528.png datasets\buildings\edge\528.png
datasets\buildings\image\1499.png datasets\buildings\label2_gray\1499.png datasets\buildings\edge\1499.png
datasets\buildings\image\4746.png datasets\buildings\label2_gray\4746.png datasets\buildings\edge\4746.png
datasets\buildings\image\5005.png datasets\buildings\label2_gray\5005.png datasets\buildings\edge\5005.png
datasets\buildings\image\1942.png datasets\buildings\label2_gray\1942.png datasets\buildings\edge\1942.png
datasets\buildings\image\2810.png datasets\buildings\label2_gray\2810.png datasets\buildings\edge\2810.png
datasets\buildings\image\4720.png datasets\buildings\label2_gray\4720.png datasets\buildings\edge\4720.png
datasets\buildings\image\4855.png datasets\buildings\label2_gray\4855.png datasets\buildings\edge\4855.png
datasets\buildings\image\2375.png datasets\buildings\label2_gray\2375.png datasets\buildings\edge\2375.png
datasets\buildings\image\5172.png datasets\buildings\label2_gray\5172.png datasets\buildings\edge\5172.png
datasets\buildings\image\3460.png datasets\buildings\label2_gray\3460.png datasets\buildings\edge\3460.png
datasets\buildings\image\2712.png datasets\buildings\label2_gray\2712.png datasets\buildings\edge\2712.png
datasets\buildings\image\4165.png datasets\buildings\label2_gray\4165.png datasets\buildings\edge\4165.png
datasets\buildings\image\4196.png datasets\buildings\label2_gray\4196.png datasets\buildings\edge\4196.png
datasets\buildings\image\997.png datasets\buildings\label2_gray\997.png datasets\buildings\edge\997.png
datasets\buildings\image\1372.png datasets\buildings\label2_gray\1372.png datasets\buildings\edge\1372.png
datasets\buildings\image\3278.png datasets\buildings\label2_gray\3278.png datasets\buildings\edge\3278.png
datasets\buildings\image\5513.png datasets\buildings\label2_gray\5513.png datasets\buildings\edge\5513.png
datasets\buildings\image\4684.png datasets\buildings\label2_gray\4684.png datasets\buildings\edge\4684.png
datasets\buildings\image\4788.png datasets\buildings\label2_gray\4788.png datasets\buildings\edge\4788.png
datasets\buildings\image\2673.png datasets\buildings\label2_gray\2673.png datasets\buildings\edge\2673.png
datasets\buildings\image\5947.png datasets\buildings\label2_gray\5947.png datasets\buildings\edge\5947.png
datasets\buildings\image\1207.png datasets\buildings\label2_gray\1207.png datasets\buildings\edge\1207.png
datasets\buildings\image\2510.png datasets\buildings\label2_gray\2510.png datasets\buildings\edge\2510.png
datasets\buildings\image\5895.png datasets\buildings\label2_gray\5895.png datasets\buildings\edge\5895.png
datasets\buildings\image\2859.png datasets\buildings\label2_gray\2859.png datasets\buildings\edge\2859.png
datasets\buildings\image\784.png datasets\buildings\label2_gray\784.png datasets\buildings\edge\784.png
datasets\buildings\image\1195.png datasets\buildings\label2_gray\1195.png datasets\buildings\edge\1195.png
datasets\buildings\image\3971.png datasets\buildings\label2_gray\3971.png datasets\buildings\edge\3971.png
datasets\buildings\image\4980.png datasets\buildings\label2_gray\4980.png datasets\buildings\edge\4980.png
datasets\buildings\image\3673.png datasets\buildings\label2_gray\3673.png datasets\buildings\edge\3673.png
datasets\buildings\image\3956.png datasets\buildings\label2_gray\3956.png datasets\buildings\edge\3956.png
datasets\buildings\image\5883.png datasets\buildings\label2_gray\5883.png datasets\buildings\edge\5883.png
datasets\buildings\image\3980.png datasets\buildings\label2_gray\3980.png datasets\buildings\edge\3980.png
datasets\buildings\image\5129.png datasets\buildings\label2_gray\5129.png datasets\buildings\edge\5129.png
datasets\buildings\image\3410.png datasets\buildings\label2_gray\3410.png datasets\buildings\edge\3410.png
datasets\buildings\image\5500.png datasets\buildings\label2_gray\5500.png datasets\buildings\edge\5500.png
datasets\buildings\image\1557.png datasets\buildings\label2_gray\1557.png datasets\buildings\edge\1557.png
datasets\buildings\image\2730.png datasets\buildings\label2_gray\2730.png datasets\buildings\edge\2730.png
datasets\buildings\image\1204.png datasets\buildings\label2_gray\1204.png datasets\buildings\edge\1204.png
datasets\buildings\image\200.png datasets\buildings\label2_gray\200.png datasets\buildings\edge\200.png
datasets\buildings\image\684.png datasets\buildings\label2_gray\684.png datasets\buildings\edge\684.png
datasets\buildings\image\3641.png datasets\buildings\label2_gray\3641.png datasets\buildings\edge\3641.png
datasets\buildings\image\5862.png datasets\buildings\label2_gray\5862.png datasets\buildings\edge\5862.png
datasets\buildings\image\5557.png datasets\buildings\label2_gray\5557.png datasets\buildings\edge\5557.png
datasets\buildings\image\2331.png datasets\buildings\label2_gray\2331.png datasets\buildings\edge\2331.png
datasets\buildings\image\3137.png datasets\buildings\label2_gray\3137.png datasets\buildings\edge\3137.png
datasets\buildings\image\3974.png datasets\buildings\label2_gray\3974.png datasets\buildings\edge\3974.png
datasets\buildings\image\4469.png datasets\buildings\label2_gray\4469.png datasets\buildings\edge\4469.png
datasets\buildings\image\4964.png datasets\buildings\label2_gray\4964.png datasets\buildings\edge\4964.png
datasets\buildings\image\2734.png datasets\buildings\label2_gray\2734.png datasets\buildings\edge\2734.png
datasets\buildings\image\3481.png datasets\buildings\label2_gray\3481.png datasets\buildings\edge\3481.png
datasets\buildings\image\1472.png datasets\buildings\label2_gray\1472.png datasets\buildings\edge\1472.png
datasets\buildings\image\1522.png datasets\buildings\label2_gray\1522.png datasets\buildings\edge\1522.png
datasets\buildings\image\5543.png datasets\buildings\label2_gray\5543.png datasets\buildings\edge\5543.png
datasets\buildings\image\1088.png datasets\buildings\label2_gray\1088.png datasets\buildings\edge\1088.png
datasets\buildings\image\5576.png datasets\buildings\label2_gray\5576.png datasets\buildings\edge\5576.png
datasets\buildings\image\1890.png datasets\buildings\label2_gray\1890.png datasets\buildings\edge\1890.png
datasets\buildings\image\3162.png datasets\buildings\label2_gray\3162.png datasets\buildings\edge\3162.png
datasets\buildings\image\318.png datasets\buildings\label2_gray\318.png datasets\buildings\edge\318.png
datasets\buildings\image\265.png datasets\buildings\label2_gray\265.png datasets\buildings\edge\265.png
datasets\buildings\image\4929.png datasets\buildings\label2_gray\4929.png datasets\buildings\edge\4929.png
datasets\buildings\image\2374.png datasets\buildings\label2_gray\2374.png datasets\buildings\edge\2374.png
datasets\buildings\image\248.png datasets\buildings\label2_gray\248.png datasets\buildings\edge\248.png
datasets\buildings\image\1094.png datasets\buildings\label2_gray\1094.png datasets\buildings\edge\1094.png
datasets\buildings\image\4629.png datasets\buildings\label2_gray\4629.png datasets\buildings\edge\4629.png
datasets\buildings\image\4488.png datasets\buildings\label2_gray\4488.png datasets\buildings\edge\4488.png
datasets\buildings\image\3728.png datasets\buildings\label2_gray\3728.png datasets\buildings\edge\3728.png
datasets\buildings\image\1591.png datasets\buildings\label2_gray\1591.png datasets\buildings\edge\1591.png
datasets\buildings\image\2993.png datasets\buildings\label2_gray\2993.png datasets\buildings\edge\2993.png
datasets\buildings\image\5495.png datasets\buildings\label2_gray\5495.png datasets\buildings\edge\5495.png
datasets\buildings\image\4632.png datasets\buildings\label2_gray\4632.png datasets\buildings\edge\4632.png
datasets\buildings\image\403.png datasets\buildings\label2_gray\403.png datasets\buildings\edge\403.png
datasets\buildings\image\1558.png datasets\buildings\label2_gray\1558.png datasets\buildings\edge\1558.png
datasets\buildings\image\447.png datasets\buildings\label2_gray\447.png datasets\buildings\edge\447.png
datasets\buildings\image\795.png datasets\buildings\label2_gray\795.png datasets\buildings\edge\795.png
datasets\buildings\image\5244.png datasets\buildings\label2_gray\5244.png datasets\buildings\edge\5244.png
datasets\buildings\image\5700.png datasets\buildings\label2_gray\5700.png datasets\buildings\edge\5700.png
datasets\buildings\image\2489.png datasets\buildings\label2_gray\2489.png datasets\buildings\edge\2489.png
datasets\buildings\image\4693.png datasets\buildings\label2_gray\4693.png datasets\buildings\edge\4693.png
datasets\buildings\image\4703.png datasets\buildings\label2_gray\4703.png datasets\buildings\edge\4703.png
datasets\buildings\image\2600.png datasets\buildings\label2_gray\2600.png datasets\buildings\edge\2600.png
datasets\buildings\image\922.png datasets\buildings\label2_gray\922.png datasets\buildings\edge\922.png
datasets\buildings\image\1650.png datasets\buildings\label2_gray\1650.png datasets\buildings\edge\1650.png
datasets\buildings\image\3997.png datasets\buildings\label2_gray\3997.png datasets\buildings\edge\3997.png
datasets\buildings\image\1535.png datasets\buildings\label2_gray\1535.png datasets\buildings\edge\1535.png
datasets\buildings\image\1780.png datasets\buildings\label2_gray\1780.png datasets\buildings\edge\1780.png
datasets\buildings\image\3893.png datasets\buildings\label2_gray\3893.png datasets\buildings\edge\3893.png
datasets\buildings\image\3499.png datasets\buildings\label2_gray\3499.png datasets\buildings\edge\3499.png
datasets\buildings\image\4710.png datasets\buildings\label2_gray\4710.png datasets\buildings\edge\4710.png
datasets\buildings\image\3215.png datasets\buildings\label2_gray\3215.png datasets\buildings\edge\3215.png
datasets\buildings\image\3623.png datasets\buildings\label2_gray\3623.png datasets\buildings\edge\3623.png
datasets\buildings\image\4967.png datasets\buildings\label2_gray\4967.png datasets\buildings\edge\4967.png
datasets\buildings\image\1425.png datasets\buildings\label2_gray\1425.png datasets\buildings\edge\1425.png
datasets\buildings\image\1357.png datasets\buildings\label2_gray\1357.png datasets\buildings\edge\1357.png
datasets\buildings\image\3975.png datasets\buildings\label2_gray\3975.png datasets\buildings\edge\3975.png
datasets\buildings\image\5757.png datasets\buildings\label2_gray\5757.png datasets\buildings\edge\5757.png
datasets\buildings\image\1739.png datasets\buildings\label2_gray\1739.png datasets\buildings\edge\1739.png
datasets\buildings\image\3390.png datasets\buildings\label2_gray\3390.png datasets\buildings\edge\3390.png
datasets\buildings\image\1868.png datasets\buildings\label2_gray\1868.png datasets\buildings\edge\1868.png
datasets\buildings\image\3703.png datasets\buildings\label2_gray\3703.png datasets\buildings\edge\3703.png
datasets\buildings\image\1039.png datasets\buildings\label2_gray\1039.png datasets\buildings\edge\1039.png
datasets\buildings\image\735.png datasets\buildings\label2_gray\735.png datasets\buildings\edge\735.png
datasets\buildings\image\4264.png datasets\buildings\label2_gray\4264.png datasets\buildings\edge\4264.png
datasets\buildings\image\2886.png datasets\buildings\label2_gray\2886.png datasets\buildings\edge\2886.png
datasets\buildings\image\2225.png datasets\buildings\label2_gray\2225.png datasets\buildings\edge\2225.png
datasets\buildings\image\221.png datasets\buildings\label2_gray\221.png datasets\buildings\edge\221.png
datasets\buildings\image\1054.png datasets\buildings\label2_gray\1054.png datasets\buildings\edge\1054.png
datasets\buildings\image\1354.png datasets\buildings\label2_gray\1354.png datasets\buildings\edge\1354.png
datasets\buildings\image\1136.png datasets\buildings\label2_gray\1136.png datasets\buildings\edge\1136.png
datasets\buildings\image\2117.png datasets\buildings\label2_gray\2117.png datasets\buildings\edge\2117.png
datasets\buildings\image\3048.png datasets\buildings\label2_gray\3048.png datasets\buildings\edge\3048.png
datasets\buildings\image\909.png datasets\buildings\label2_gray\909.png datasets\buildings\edge\909.png
datasets\buildings\image\4343.png datasets\buildings\label2_gray\4343.png datasets\buildings\edge\4343.png
datasets\buildings\image\286.png datasets\buildings\label2_gray\286.png datasets\buildings\edge\286.png
datasets\buildings\image\3701.png datasets\buildings\label2_gray\3701.png datasets\buildings\edge\3701.png
datasets\buildings\image\896.png datasets\buildings\label2_gray\896.png datasets\buildings\edge\896.png
datasets\buildings\image\67.png datasets\buildings\label2_gray\67.png datasets\buildings\edge\67.png
datasets\buildings\image\2517.png datasets\buildings\label2_gray\2517.png datasets\buildings\edge\2517.png
datasets\buildings\image\2596.png datasets\buildings\label2_gray\2596.png datasets\buildings\edge\2596.png
datasets\buildings\image\1270.png datasets\buildings\label2_gray\1270.png datasets\buildings\edge\1270.png
datasets\buildings\image\377.png datasets\buildings\label2_gray\377.png datasets\buildings\edge\377.png
datasets\buildings\image\669.png datasets\buildings\label2_gray\669.png datasets\buildings\edge\669.png
datasets\buildings\image\770.png datasets\buildings\label2_gray\770.png datasets\buildings\edge\770.png
datasets\buildings\image\3458.png datasets\buildings\label2_gray\3458.png datasets\buildings\edge\3458.png
datasets\buildings\image\1045.png datasets\buildings\label2_gray\1045.png datasets\buildings\edge\1045.png
datasets\buildings\image\3195.png datasets\buildings\label2_gray\3195.png datasets\buildings\edge\3195.png
datasets\buildings\image\3179.png datasets\buildings\label2_gray\3179.png datasets\buildings\edge\3179.png
